iter	RMSE
217	1.875802677
218	1.875109323
219	1.874499675
220	1.873729424
221	1.872238922
222	1.872073864
223	1.871138089
224	1.870662895
225	1.870168081
226	1.868888264
227	1.86821926
228	1.866377827
229	1.865435388
230	1.864589853
231	1.862090937
232	1.861290287
233	1.861140759
234	1.85960332
235	1.858867372
236	1.858664365
237	1.858200442
238	1.857175517
239	1.85647076
240	1.856365406
241	1.85585499
242	1.85565517
243	1.855252568
244	1.852781564
245	1.8517326
246	1.849881188
247	1.848535722
248	1.84804485
249	1.847785706
250	1.847123399
251	1.846376447
252	1.846170923
253	1.84601913
254	1.845142437
255	1.843874395
256	1.838767076
257	1.838012656
258	1.836185564
259	1.835212665
260	1.834268548
261	1.833430415
262	1.832447254
263	1.831763999
264	1.831449838
265	1.831289593
266	1.829135352
267	1.82844981
268	1.827748888
269	1.827541269
270	1.827087617
271	1.826935499
272	1.825875049
273	1.824345871
274	1.823885005
275	1.823067786
276	1.821861709
277	1.82078049
278	1.820744227
279	1.819733962
280	1.81869042
281	1.818361229
282	1.818283856
283	1.817710269
284	1.817109461
285	1.815919086
286	1.81362489
287	1.812256214
288	1.810465889
289	1.809309651
290	1.808238652
291	1.807394395
292	1.806892027
293	1.805032796
294	1.804084589
295	1.802955237
296	1.801642269
297	1.800619688
298	1.800072354
299	1.796993775
300	1.79691591
301	1.796679089
302	1.796128951
303	1.795647375
304	1.795305619
305	1.792947528
306	1.792653384
307	1.791850039
308	1.790698502
309	1.789683395
310	1.788918575
311	1.785666587
312	1.783905632
313	1.783457562
314	1.782690017
315	1.782643344
316	1.781234537
317	1.780882957
318	1.779454205
319	1.775368523
320	1.774476827
321	1.774340968
322	1.773376892
323	1.772337461
324	1.772243838
325	1.771010031
326	1.770542545
327	1.769869117
328	1.769524715
329	1.767246153
330	1.766459341
331	1.765406487
332	1.763958943
333	1.763580574
334	1.763165983
335	1.762669848
336	1.761902017
337	1.76165052
338	1.760994292
339	1.760935218
340	1.760766975
341	1.758815555
342	1.757972674
343	1.755607785
344	1.75553776
345	1.754665356
346	1.753180425
347	1.752943554
348	1.752863294
349	1.752076048
350	1.750922413
351	1.750033012
352	1.749252393
353	1.748839454
354	1.746484342
355	1.745668217
356	1.744763872
357	1.744358013
358	1.74378603
359	1.743316693
360	1.743191398
361	1.742766505
362	1.742694533
363	1.742274311
364	1.741581026
365	1.741299039
366	1.740503529
367	1.74020543
368	1.740133848
369	1.738852864
370	1.738836527
371	1.738654113
372	1.738433314
373	1.737528849
374	1.737093014
375	1.73702274
376	1.734340251
377	1.733295128
378	1.733052382
379	1.732672248
380	1.732642173
381	1.73027511
382	1.729377976
383	1.729321206
384	1.728836674
385	1.725980227
386	1.725689851
387	1.725337687
388	1.725035353
389	1.724505544
390	1.724383668
391	1.72430052
392	1.722995344
393	1.72261834
394	1.722527251
395	1.721532988
396	1.719437811
397	1.718049569
398	1.718016724
399	1.717347175
400	1.717041255
401	1.715823404
402	1.715441579
403	1.714689034
404	1.714346422
405	1.712612886
406	1.712188252
407	1.710719238
408	1.71048681
409	1.710251601
410	1.709169401
411	1.708875439
412	1.706391726
413	1.706296734
414	1.703781212
415	1.703156498
416	1.703111927
417	1.702993705
418	1.702905342
419	1.702512841
420	1.701720348
421	1.701089631
422	1.700905707
423	1.700872701
424	1.699882878
425	1.698866154
426	1.698836497
427	1.698071281
428	1.697321778
429	1.696232573
430	1.6960836
431	1.695881931
432	1.695225436
433	1.694920165
434	1.694597228
435	1.693893381
436	1.693504458
437	1.69347261
438	1.693188675
439	1.691137886
440	1.689648866
441	1.689268851
442	1.688376131
443	1.68806371
444	1.687117282
445	1.686794102
446	1.684675261
447	1.681893023
448	1.681672989
449	1.681646282
450	1.681419937
451	1.681087613
452	1.679626823
453	1.679277628
454	1.679156184
455	1.678729833
456	1.67692583
457	1.676713558
458	1.676499255
459	1.676386025
460	1.675321131
461	1.675279887
462	1.674622249
463	1.674560127
464	1.67360979
465	1.673516722
466	1.672801769
467	1.672543874
468	1.671650605
469	1.670838591
470	1.670153405
471	1.670022966
472	1.668537304
473	1.668520337
474	1.668293822
475	1.667711058
476	1.667624049
477	1.66722019
478	1.667040878
479	1.665269969
480	1.665162373
481	1.66514589
482	1.664807897
483	1.663960882
484	1.663809423
485	1.663411331
486	1.662267116
487	1.661742993
488	1.661723357
489	1.66107364
490	1.660824383
491	1.660399509
492	1.660246107
493	1.660017538
494	1.65963016
495	1.658746598
496	1.657848904
497	1.657831075
498	1.657791364
499	1.657767629
500	1.65761381
501	1.657562514
502	1.657498885
503	1.657442027
504	1.656779857
505	1.65635748
506	1.656339577
507	1.655792075
508	1.655659229
509	1.655643695
510	1.654976572
511	1.654952507
512	1.654397702
513	1.654322813
514	1.654247688
515	1.654199305
516	1.653736866
517	1.653662528
518	1.653435196
519	1.653306688
520	1.653289449
521	1.652425321
522	1.652285582
523	1.652131195
524	1.652087513
525	1.652058061
526	1.651952277
527	1.651097156
528	1.649257051
529	1.648623202
530	1.64835972
531	1.648178879
532	1.647982587
533	1.647806655
534	1.647730535
535	1.647639849
536	1.646717277
537	1.64668808
538	1.646540336
539	1.646506006
540	1.646404353
541	1.646250463
542	1.646146113
543	1.646133113
544	1.646097608
545	1.645890631
546	1.645603793
547	1.645546233
548	1.645435597
549	1.645396987
550	1.644498658
551	1.643621267
552	1.643088685
553	1.642644735
554	1.642105992
555	1.640856621
556	1.640756665
557	1.640711277
558	1.640136734
559	1.639127447
560	1.639023346
561	1.638926148
562	1.638531323
563	1.638283908
564	1.637057648
565	1.636836336
566	1.636265828
567	1.635233729
568	1.634716966
569	1.634318893
570	1.633400724
571	1.632558693
572	1.631109511
573	1.629945211
574	1.629904232
575	1.629521296
576	1.627093572
577	1.62702763
578	1.62699336
579	1.626955905
580	1.626424179
581	1.625977332
582	1.624866467
583	1.624487779
584	1.62436413
585	1.624335239
586	1.624248152
587	1.621202465
588	1.619255791
589	1.618636577
590	1.618512243
591	1.617893872
592	1.617592044
593	1.617383554
594	1.616098622
595	1.615562492
596	1.615310727
597	1.614886893
598	1.614857001
599	1.614729821
600	1.61418188
601	1.613617518
602	1.612947292
603	1.61250165
604	1.612368867
605	1.612198335
606	1.612119105
607	1.612065528
608	1.61156849
609	1.611543062
610	1.610462822
611	1.609847797
612	1.609713306
613	1.609660663
614	1.609333437
615	1.607457107
616	1.607395971
617	1.606877422
618	1.60652263
619	1.605146619
620	1.604677041
621	1.601915516
622	1.601908506
623	1.601878133
624	1.601588925
625	1.601528345
626	1.601258552
627	1.600130467
628	1.598120414
629	1.598111467
630	1.597931245
631	1.597134629
632	1.59565135
633	1.595467242
634	1.595075738
635	1.594081387
636	1.593703273
637	1.592798745
638	1.590350806
639	1.589697394
640	1.588908729
641	1.588797955
642	1.587630974
643	1.586420852
644	1.586376449
645	1.586163796
646	1.58356786
647	1.578690805
648	1.578201863
649	1.57767092
650	1.577470235
651	1.576325552
652	1.576233559
653	1.576163906
654	1.575536954
655	1.575486824
656	1.573698202
657	1.573432055
658	1.572018533
659	1.571900525
660	1.571390294
661	1.571131696
662	1.570534448
663	1.570214471
664	1.570084897
665	1.569319337
666	1.568497237
667	1.568277448
668	1.568123234
669	1.568031984
670	1.567350471
671	1.566276024
672	1.564510916
673	1.563748518
674	1.563304137
675	1.562392022
676	1.561873892
677	1.561595159
678	1.55947981
679	1.559199418
680	1.559031995
681	1.559002325
682	1.55825731
683	1.557932532
684	1.557919226
685	1.557863601
686	1.557308778
687	1.556643962
688	1.556161105
689	1.555771862
690	1.555768963
691	1.554574966
692	1.554051946
693	1.553719803
694	1.549890527
695	1.549838762
696	1.549764207
697	1.54597976
698	1.545672208
699	1.545642158
700	1.545619495
701	1.543379969
